,total_RE,white,black,aindian,asian,pacisland,other,latinx,total_poverty,under_poverty,income,county,state,tract,GEOID10,acs_year
210,3948.0,3778.0,0.0,55.0,0.0,0.0,87.0,28.0,3893.0,303.0,63458.0,015,53,002001,53015002001,2015
211,6266.0,5642.0,8.0,67.0,25.0,0.0,369.0,155.0,6244.0,449.0,56070.0,015,53,002002,53015002002,2015
212,4296.0,3134.0,15.0,54.0,73.0,109.0,407.0,504.0,3575.0,1321.0,21969.0,015,53,002100,53015002100,2015
213,6179.0,2526.0,32.0,46.0,38.0,0.0,68.0,3469.0,6112.0,1066.0,44818.0,017,53,950100,53017950100,2015
214,2966.0,2602.0,0.0,162.0,28.0,0.0,95.0,79.0,2943.0,555.0,44500.0,017,53,950200,53017950200,2015
215,6048.0,3664.0,0.0,52.0,0.0,0.0,6.0,2311.0,6037.0,1191.0,43813.0,017,53,950300,53017950300,2015
216,7097.0,5310.0,17.0,42.0,68.0,0.0,152.0,1495.0,7075.0,672.0,67984.0,017,53,950400,53017950400,2015
217,3045.0,2201.0,0.0,0.0,5.0,9.0,175.0,655.0,3045.0,424.0,46394.0,017,53,950500,53017950500,2015
218,4361.0,3428.0,16.0,34.0,97.0,9.0,81.0,696.0,4348.0,160.0,71164.0,017,53,950600,53017950600,2015
219,4791.0,3025.0,2.0,14.0,0.0,0.0,155.0,1595.0,4777.0,840.0,46410.0,017,53,950700,53017950700,2015
220,5112.0,3427.0,14.0,8.0,28.0,0.0,47.0,1588.0,5035.0,927.0,58095.0,017,53,950800,53017950800,2015
221,1608.0,399.0,0.0,992.0,2.0,39.0,118.0,58.0,1600.0,490.0,26359.0,019,53,940000,53019940000,2015
222,2605.0,2236.0,11.0,96.0,6.0,1.0,128.0,127.0,2574.0,591.0,39432.0,019,53,970100,53019970100,2015
223,3439.0,3035.0,9.0,77.0,2.0,9.0,183.0,124.0,3367.0,578.0,40469.0,019,53,970200,53019970200,2015
224,11081.0,1304.0,0.0,0.0,0.0,0.0,106.0,9654.0,11037.0,1978.0,45771.0,021,53,020100,53021020100,2015
225,6459.0,1250.0,134.0,5.0,195.0,0.0,20.0,4846.0,6171.0,2043.0,35000.0,021,53,020200,53021020200,2015
226,5575.0,1238.0,38.0,9.0,154.0,0.0,0.0,4136.0,5541.0,1587.0,40000.0,021,53,020300,53021020300,2015
227,9109.0,1815.0,298.0,1.0,0.0,0.0,66.0,6929.0,8993.0,3510.0,31217.0,021,53,020400,53021020400,2015
228,4964.0,3510.0,80.0,11.0,164.0,15.0,129.0,1034.0,4953.0,272.0,82636.0,021,53,020501,53021020501,2015
229,9278.0,6095.0,82.0,9.0,54.0,0.0,119.0,2919.0,9252.0,614.0,62125.0,021,53,020502,53021020502,2015
230,9404.0,5810.0,77.0,4.0,301.0,0.0,398.0,2814.0,9376.0,1066.0,75308.0,021,53,020601,53021020601,2015
231,3844.0,1962.0,253.0,98.0,106.0,0.0,0.0,1425.0,3844.0,1337.0,49722.0,021,53,020603,53021020603,2015
232,8157.0,4897.0,109.0,0.0,190.0,0.0,169.0,2792.0,8131.0,374.0,76193.0,021,53,020605,53021020605,2015
233,7616.0,3706.0,142.0,51.0,549.0,0.0,418.0,2750.0,7599.0,719.0,61298.0,021,53,020606,53021020606,2015
234,1578.0,1127.0,4.0,18.0,4.0,0.0,29.0,396.0,1550.0,51.0,66250.0,021,53,020700,53021020700,2015
235,9378.0,3889.0,362.0,91.0,54.0,29.0,132.0,4821.0,7602.0,1855.0,53342.0,021,53,020800,53021020800,2015
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,021,53,980100,53021980100,2015
237,2230.0,2098.0,0.0,3.0,27.0,0.0,27.0,75.0,2200.0,252.0,45855.0,023,53,970300,53023970300,2015
238,4164.0,3647.0,12.0,292.0,5.0,0.0,83.0,125.0,4130.0,627.0,52216.0,025,53,010100,53025010100,2015
239,2879.0,2468.0,4.0,0.0,8.0,0.0,16.0,381.0,2752.0,285.0,64359.0,025,53,010200,53025010200,2015
240,4172.0,3285.0,21.0,77.0,13.0,4.0,97.0,675.0,4095.0,937.0,34342.0,025,53,010300,53025010300,2015
241,8170.0,6048.0,0.0,76.0,208.0,3.0,198.0,1637.0,8013.0,1235.0,53608.0,025,53,010400,53025010400,2015
242,3462.0,1806.0,17.0,0.0,7.0,0.0,47.0,1585.0,3461.0,786.0,48041.0,025,53,010500,53025010500,2015
243,7209.0,1501.0,0.0,106.0,18.0,0.0,0.0,5584.0,7186.0,1707.0,49167.0,025,53,010600,53025010600,2015
244,2872.0,1518.0,1.0,113.0,13.0,0.0,75.0,1152.0,2867.0,454.0,54484.0,025,53,010700,53025010700,2015
245,4597.0,2595.0,92.0,54.0,34.0,8.0,191.0,1623.0,4369.0,1568.0,29893.0,025,53,010800,53025010800,2015
246,1318.0,918.0,0.0,0.0,12.0,13.0,5.0,357.0,1318.0,206.0,49875.0,025,53,010901,53025010901,2015
247,10250.0,6704.0,257.0,77.0,48.0,0.0,411.0,2753.0,10229.0,1392.0,41595.0,025,53,010902,53025010902,2015
248,11893.0,8222.0,42.0,18.0,407.0,18.0,159.0,3002.0,11553.0,1244.0,63718.0,025,53,011000,53025011000,2015
249,6779.0,4472.0,109.0,0.0,42.0,0.0,28.0,2128.0,6759.0,1212.0,42872.0,025,53,011100,53025011100,2015
250,5287.0,4272.0,1.0,47.0,0.0,0.0,67.0,900.0,5184.0,440.0,59031.0,025,53,011200,53025011200,2015
251,3881.0,1319.0,0.0,0.0,36.0,0.0,19.0,2507.0,3881.0,725.0,49118.0,025,53,011300,53025011300,2015
252,2283.0,1015.0,0.0,0.0,6.0,0.0,17.0,1245.0,2283.0,202.0,51207.0,025,53,011401,53025011401,2015
253,12854.0,1745.0,5.0,10.0,66.0,0.0,137.0,10891.0,12848.0,3275.0,46374.0,025,53,011402,53025011402,2015
254,7339.0,6316.0,47.0,248.0,203.0,0.0,277.0,223.0,7339.0,626.0,38899.0,027,53,000200,53027000200,2015
255,3309.0,2866.0,1.0,88.0,46.0,0.0,126.0,182.0,3282.0,331.0,53125.0,027,53,000300,53027000300,2015
256,6532.0,5572.0,6.0,223.0,62.0,0.0,170.0,499.0,6316.0,253.0,59188.0,027,53,000400,53027000400,2015
257,6192.0,5627.0,13.0,10.0,240.0,0.0,78.0,224.0,6188.0,1081.0,47008.0,027,53,000500,53027000500,2015
258,3719.0,3305.0,18.0,34.0,31.0,0.0,174.0,157.0,3710.0,599.0,50682.0,027,53,000600,53027000600,2015
259,4834.0,3906.0,27.0,432.0,26.0,15.0,286.0,142.0,4796.0,898.0,48147.0,027,53,000700,53027000700,2015
260,4284.0,3681.0,23.0,10.0,66.0,10.0,62.0,432.0,4263.0,892.0,47143.0,027,53,000800,53027000800,2015
261,5908.0,4536.0,54.0,363.0,113.0,0.0,230.0,612.0,5908.0,1202.0,46188.0,027,53,000900,53027000900,2015
262,3544.0,2251.0,23.0,25.0,7.0,0.0,194.0,1044.0,3502.0,1143.0,35225.0,027,53,001000,53027001000,2015
263,4096.0,3628.0,9.0,22.0,58.0,142.0,110.0,127.0,3968.0,523.0,52019.0,027,53,001100,53027001100,2015
264,4514.0,2764.0,43.0,207.0,59.0,0.0,56.0,1385.0,4453.0,1056.0,37960.0,027,53,001200,53027001200,2015
265,3434.0,2922.0,0.0,65.0,9.0,6.0,51.0,381.0,3360.0,742.0,39375.0,027,53,001300,53027001300,2015
266,2143.0,1647.0,70.0,51.0,5.0,61.0,97.0,212.0,2065.0,600.0,31656.0,027,53,001400,53027001400,2015
267,3918.0,2983.0,1.0,236.0,21.0,0.0,102.0,575.0,3918.0,1109.0,38633.0,027,53,001500,53027001500,2015
268,6547.0,5067.0,463.0,111.0,120.0,10.0,215.0,561.0,4114.0,882.0,37130.0,027,53,001600,53027001600,2015
269,1106.0,157.0,15.0,765.0,0.0,8.0,62.0,99.0,1094.0,420.0,29762.0,027,53,940000,53027940000,2015
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,027,53,990000,53027990000,2015
271,2644.0,1903.0,84.0,61.0,217.0,0.0,205.0,174.0,2636.0,177.0,60880.0,029,53,970100,53029970100,2015
272,2019.0,1282.0,261.0,34.0,25.0,0.0,38.0,323.0,408.0,49.0,32083.0,029,53,970200,53029970200,2015
273,4466.0,4024.0,71.0,35.0,110.0,27.0,199.0,0.0,4390.0,240.0,70463.0,029,53,970300,53029970300,2015
274,6494.0,3869.0,348.0,166.0,803.0,189.0,428.0,691.0,6480.0,1145.0,46580.0,029,53,970400,53029970400,2015
275,5633.0,4547.0,35.0,58.0,369.0,0.0,230.0,394.0,5620.0,517.0,76000.0,029,53,970500,53029970500,2015
276,3468.0,2098.0,253.0,93.0,516.0,0.0,136.0,372.0,3464.0,305.0,47679.0,029,53,970601,53029970601,2015
277,3248.0,2404.0,73.0,22.0,267.0,6.0,136.0,340.0,3175.0,494.0,42946.0,029,53,970602,53029970602,2015
278,1906.0,1273.0,351.0,7.0,70.0,55.0,12.0,138.0,1881.0,382.0,37151.0,029,53,970700,53029970700,2015
279,2648.0,2019.0,111.0,0.0,215.0,0.0,54.0,249.0,2648.0,247.0,55504.0,029,53,970800,53029970800,2015
280,4819.0,2839.0,468.0,80.0,330.0,15.0,247.0,787.0,4795.0,433.0,47074.0,029,53,970900,53029970900,2015
281,5079.0,4073.0,17.0,8.0,268.0,43.0,262.0,408.0,4865.0,459.0,63250.0,029,53,971000,53029971000,2015
282,2853.0,2614.0,17.0,35.0,52.0,0.0,19.0,116.0,2840.0,227.0,58683.0,029,53,971100,53029971100,2015
283,4581.0,4298.0,0.0,32.0,0.0,0.0,103.0,13.0,4581.0,511.0,53210.0,029,53,971300,53029971300,2015
284,4227.0,3887.0,42.0,6.0,103.0,0.0,141.0,48.0,4194.0,246.0,77438.0,029,53,971400,53029971400,2015
285,3237.0,3095.0,15.0,15.0,11.0,8.0,34.0,59.0,3237.0,239.0,63929.0,029,53,971500,53029971500,2015
286,4181.0,3693.0,6.0,21.0,2.0,0.0,53.0,406.0,4165.0,267.0,65365.0,029,53,971600,53029971600,2015
287,3855.0,3457.0,0.0,3.0,50.0,11.0,45.0,289.0,3855.0,180.0,66739.0,029,53,971700,53029971700,2015
288,2315.0,2188.0,0.0,0.0,32.0,27.0,0.0,68.0,2315.0,48.0,74259.0,029,53,971800,53029971800,2015
289,4075.0,3693.0,27.0,5.0,170.0,0.0,121.0,59.0,3983.0,508.0,61635.0,029,53,971900,53029971900,2015
290,4079.0,3653.0,14.0,63.0,43.0,0.0,68.0,238.0,4070.0,584.0,64167.0,029,53,972000,53029972000,2015
291,3502.0,3238.0,23.0,12.0,16.0,0.0,110.0,103.0,3499.0,172.0,60204.0,029,53,972100,53029972100,2015
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,029,53,992201,53029992201,2015
293,1479.0,1308.0,1.0,46.0,0.0,0.0,87.0,37.0,1402.0,182.0,49167.0,031,53,950202,53031950202,2015
294,6013.0,5515.0,6.0,142.0,89.0,0.0,150.0,111.0,5913.0,455.0,61701.0,031,53,950300,53031950300,2015
295,4388.0,3979.0,0.0,28.0,47.0,0.0,141.0,193.0,4344.0,619.0,46016.0,031,53,950400,53031950400,2015
296,6616.0,5884.0,1.0,17.0,54.0,0.0,285.0,374.0,6601.0,683.0,53227.0,031,53,950500,53031950500,2015
297,6221.0,5696.0,18.0,71.0,152.0,0.0,121.0,163.0,6134.0,668.0,39962.0,031,53,950601,53031950601,2015
298,3158.0,2747.0,113.0,30.0,131.0,2.0,78.0,57.0,3157.0,510.0,46932.0,031,53,950602,53031950602,2015
299,2208.0,1540.0,98.0,316.0,16.0,39.0,109.0,90.0,1656.0,391.0,37118.0,031,53,950702,53031950702,2015
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,031,53,990000,53031990000,2015
301,6918.0,3987.0,805.0,22.0,859.0,103.0,282.0,860.0,6884.0,1304.0,44951.0,033,53,000100,53033000100,2015
302,7974.0,4520.0,635.0,68.0,1724.0,0.0,531.0,458.0,7946.0,929.0,56208.0,033,53,000200,53033000200,2015
303,2637.0,1880.0,119.0,28.0,212.0,124.0,114.0,160.0,2630.0,365.0,64297.0,033,53,000300,53033000300,2015
304,5907.0,3238.0,878.0,39.0,866.0,0.0,387.0,499.0,5746.0,1412.0,32472.0,033,53,000401,53033000401,2015
305,4906.0,3767.0,408.0,44.0,318.0,38.0,134.0,197.0,4652.0,337.0,62726.0,033,53,000402,53033000402,2015
306,3044.0,2625.0,32.0,0.0,253.0,0.0,87.0,47.0,3040.0,150.0,125400.0,033,53,000500,53033000500,2015
307,7674.0,4780.0,524.0,56.0,1084.0,0.0,320.0,910.0,7649.0,792.0,60131.0,033,53,000600,53033000600,2015
308,4892.0,2797.0,434.0,3.0,871.0,98.0,121.0,552.0,4883.0,720.0,51741.0,033,53,000700,53033000700,2015
309,2487.0,2058.0,24.0,14.0,262.0,0.0,81.0,48.0,2421.0,177.0,87222.0,033,53,000800,53033000800,2015
310,1971.0,1611.0,17.0,20.0,142.0,10.0,88.0,67.0,1956.0,139.0,125109.0,033,53,000900,53033000900,2015
311,2094.0,1145.0,479.0,5.0,209.0,0.0,144.0,112.0,2094.0,429.0,69643.0,033,53,001000,53033001000,2015
312,2669.0,1849.0,118.0,0.0,347.0,0.0,200.0,155.0,2669.0,335.0,64549.0,033,53,001100,53033001100,2015
313,6556.0,3917.0,368.0,0.0,1244.0,23.0,330.0,660.0,6536.0,1641.0,31863.0,033,53,001200,53033001200,2015
314,4389.0,2613.0,229.0,0.0,878.0,0.0,287.0,382.0,4389.0,573.0,56744.0,033,53,001300,53033001300,2015
315,5505.0,4374.0,0.0,47.0,352.0,0.0,275.0,386.0,5505.0,407.0,72428.0,033,53,001400,53033001400,2015
316,2398.0,2207.0,0.0,5.0,58.0,0.0,34.0,94.0,2398.0,112.0,95927.0,033,53,001500,53033001500,2015
317,4111.0,3384.0,25.0,13.0,253.0,0.0,228.0,201.0,4103.0,263.0,96193.0,033,53,001600,53033001600,2015
318,4055.0,2728.0,138.0,34.0,525.0,1.0,287.0,342.0,4055.0,433.0,65188.0,033,53,001701,53033001701,2015
319,4408.0,3286.0,62.0,30.0,438.0,0.0,278.0,307.0,4275.0,440.0,62786.0,033,53,001702,53033001702,2015
320,5217.0,3648.0,9.0,0.0,635.0,14.0,336.0,575.0,5217.0,664.0,87159.0,033,53,001800,53033001800,2015
321,4723.0,3249.0,154.0,8.0,827.0,11.0,222.0,252.0,4686.0,808.0,61391.0,033,53,001900,53033001900,2015
322,3600.0,3031.0,6.0,0.0,299.0,0.0,149.0,104.0,3600.0,358.0,80400.0,033,53,002000,53033002000,2015
323,4148.0,3091.0,86.0,0.0,661.0,0.0,128.0,170.0,4129.0,211.0,85759.0,033,53,002100,53033002100,2015
324,5622.0,4427.0,5.0,2.0,541.0,0.0,361.0,286.0,5562.0,152.0,132981.0,033,53,002200,53033002200,2015
325,2994.0,2399.0,17.0,0.0,260.0,0.0,199.0,112.0,2994.0,151.0,103917.0,033,53,002400,53033002400,2015
326,2981.0,2579.0,26.0,12.0,112.0,0.0,173.0,79.0,2981.0,136.0,101413.0,033,53,002500,53033002500,2015
327,4989.0,4044.0,106.0,25.0,418.0,0.0,246.0,122.0,4989.0,607.0,91458.0,033,53,002600,53033002600,2015
328,6027.0,4623.0,113.0,1.0,671.0,0.0,338.0,281.0,6011.0,512.0,111661.0,033,53,002700,53033002700,2015
329,4727.0,4025.0,155.0,0.0,197.0,0.0,174.0,176.0,4727.0,448.0,90568.0,033,53,002800,53033002800,2015
330,4303.0,3836.0,0.0,3.0,182.0,9.0,160.0,82.0,4303.0,177.0,103750.0,033,53,002900,53033002900,2015
331,5719.0,4866.0,36.0,0.0,234.0,12.0,282.0,289.0,5709.0,345.0,90789.0,033,53,003000,53033003000,2015
332,6223.0,5450.0,42.0,0.0,178.0,8.0,130.0,415.0,6207.0,320.0,101397.0,033,53,003100,53033003100,2015
333,8233.0,6987.0,0.0,28.0,342.0,22.0,359.0,495.0,8233.0,785.0,79681.0,033,53,003200,53033003200,2015
334,6572.0,5611.0,78.0,0.0,313.0,0.0,281.0,289.0,6532.0,376.0,85595.0,033,53,003300,53033003300,2015
335,3587.0,3072.0,25.0,15.0,161.0,0.0,226.0,88.0,3587.0,166.0,97500.0,033,53,003400,53033003400,2015
336,3960.0,3231.0,24.0,0.0,189.0,0.0,269.0,239.0,3909.0,320.0,81563.0,033,53,003500,53033003500,2015
337,6122.0,4677.0,77.0,0.0,756.0,0.0,274.0,338.0,6071.0,886.0,65172.0,033,53,003600,53033003600,2015
338,2165.0,1674.0,58.0,1.0,258.0,0.0,58.0,116.0,2137.0,188.0,96310.0,033,53,003800,53033003800,2015
339,3080.0,2537.0,0.0,45.0,314.0,0.0,88.0,96.0,3080.0,169.0,110458.0,033,53,003900,53033003900,2015
340,3125.0,2289.0,239.0,6.0,336.0,0.0,139.0,108.0,3041.0,564.0,75714.0,033,53,004000,53033004000,2015
341,7868.0,6461.0,2.0,11.0,907.0,7.0,349.0,131.0,7846.0,546.0,132917.0,033,53,004100,53033004100,2015
342,8176.0,6634.0,149.0,2.0,623.0,74.0,381.0,313.0,8174.0,536.0,110091.0,033,53,004200,53033004200,2015
343,3548.0,2476.0,46.0,0.0,546.0,0.0,312.0,65.0,3543.0,737.0,64797.0,033,53,004301,53033004301,2015
344,3703.0,2285.0,81.0,15.0,978.0,0.0,203.0,141.0,2837.0,1599.0,18908.0,033,53,004302,53033004302,2015
345,6607.0,5030.0,231.0,0.0,744.0,12.0,173.0,417.0,6365.0,2294.0,50500.0,033,53,004400,53033004400,2015
346,3052.0,2419.0,41.0,14.0,343.0,0.0,121.0,114.0,3027.0,617.0,88914.0,033,53,004500,53033004500,2015
347,3464.0,2896.0,18.0,0.0,211.0,0.0,167.0,161.0,3464.0,233.0,113906.0,033,53,004600,53033004600,2015
348,8395.0,6866.0,186.0,0.0,665.0,0.0,222.0,456.0,8388.0,583.0,72396.0,033,53,004700,53033004700,2015
349,4772.0,4243.0,48.0,0.0,176.0,0.0,187.0,118.0,4772.0,302.0,93155.0,033,53,004800,53033004800,2015
350,6923.0,5702.0,63.0,27.0,381.0,0.0,439.0,294.0,6818.0,386.0,71809.0,033,53,004900,53033004900,2015
351,3695.0,3190.0,49.0,0.0,221.0,0.0,149.0,86.0,3695.0,192.0,65625.0,033,53,005000,53033005000,2015
352,3726.0,3054.0,12.0,37.0,204.0,0.0,119.0,254.0,3726.0,214.0,99083.0,033,53,005100,53033005100,2015
353,6644.0,3805.0,104.0,31.0,1927.0,6.0,475.0,296.0,6614.0,2767.0,38487.0,033,53,005200,53033005200,2015
354,7377.0,3787.0,127.0,127.0,2165.0,27.0,622.0,480.0,4975.0,3203.0,12269.0,033,53,005301,53033005301,2015
355,5178.0,2442.0,78.0,8.0,1802.0,27.0,460.0,361.0,143.0,70.0,,033,53,005302,53033005302,2015
356,5022.0,3997.0,71.0,0.0,301.0,0.0,386.0,267.0,5022.0,456.0,84728.0,033,53,005400,53033005400,2015
357,6424.0,5559.0,44.0,0.0,247.0,0.0,395.0,146.0,6424.0,200.0,157292.0,033,53,005600,53033005600,2015
358,6633.0,5503.0,0.0,29.0,515.0,0.0,240.0,346.0,6633.0,377.0,90951.0,033,53,005700,53033005700,2015
359,5212.0,3739.0,599.0,56.0,220.0,0.0,261.0,337.0,5111.0,501.0,66563.0,033,53,005801,53033005801,2015
360,5216.0,3860.0,337.0,0.0,527.0,14.0,218.0,260.0,5035.0,321.0,62639.0,033,53,005802,53033005802,2015
361,7705.0,6252.0,175.0,16.0,549.0,0.0,321.0,348.0,6228.0,918.0,87667.0,033,53,005900,53033005900,2015
362,5564.0,4752.0,36.0,0.0,241.0,2.0,195.0,324.0,5374.0,475.0,96538.0,033,53,006000,53033006000,2015
363,5219.0,4244.0,98.0,27.0,323.0,42.0,246.0,239.0,5204.0,232.0,76980.0,033,53,006100,53033006100,2015
364,4063.0,3364.0,50.0,0.0,298.0,0.0,143.0,184.0,4005.0,171.0,131429.0,033,53,006200,53033006200,2015
365,4988.0,4211.0,67.0,0.0,303.0,0.0,280.0,127.0,4953.0,189.0,132000.0,033,53,006300,53033006300,2015
366,3341.0,2894.0,48.0,0.0,200.0,0.0,91.0,98.0,3341.0,139.0,154868.0,033,53,006400,53033006400,2015
367,4449.0,3984.0,20.0,0.0,215.0,0.0,105.0,125.0,4449.0,223.0,98617.0,033,53,006500,53033006500,2015
368,3585.0,2685.0,85.0,3.0,394.0,0.0,242.0,176.0,3583.0,240.0,82154.0,033,53,006600,53033006600,2015
369,7600.0,5210.0,332.0,55.0,1444.0,0.0,415.0,144.0,7600.0,453.0,88719.0,033,53,006700,53033006700,2015
370,3206.0,2734.0,31.0,0.0,190.0,0.0,161.0,90.0,3206.0,186.0,98750.0,033,53,006800,53033006800,2015
371,4727.0,4119.0,34.0,3.0,237.0,0.0,266.0,52.0,4711.0,142.0,100172.0,033,53,006900,53033006900,2015
372,7503.0,5766.0,196.0,119.0,603.0,50.0,289.0,439.0,7463.0,294.0,67572.0,033,53,007000,53033007000,2015
373,3780.0,2762.0,141.0,6.0,385.0,4.0,187.0,282.0,3773.0,501.0,74143.0,033,53,007100,53033007100,2015
374,6798.0,3920.0,300.0,111.0,1593.0,0.0,381.0,416.0,6563.0,975.0,74559.0,033,53,007200,53033007200,2015
375,5594.0,3666.0,325.0,81.0,829.0,19.0,260.0,414.0,5530.0,1093.0,76582.0,033,53,007300,53033007300,2015
376,5019.0,3651.0,145.0,0.0,560.0,0.0,358.0,305.0,5019.0,501.0,67834.0,033,53,007401,53033007401,2015
377,5210.0,3451.0,313.0,93.0,799.0,14.0,326.0,182.0,5210.0,827.0,41842.0,033,53,007402,53033007402,2015
378,7783.0,5305.0,443.0,143.0,675.0,0.0,452.0,765.0,7783.0,1063.0,63419.0,033,53,007500,53033007500,2015
379,3871.0,2838.0,348.0,20.0,314.0,0.0,178.0,173.0,3802.0,354.0,68199.0,033,53,007600,53033007600,2015
380,5123.0,3618.0,726.0,48.0,437.0,0.0,150.0,144.0,5097.0,580.0,104632.0,033,53,007700,53033007700,2015
381,5641.0,3764.0,467.0,24.0,398.0,0.0,734.0,254.0,5641.0,356.0,137358.0,033,53,007800,53033007800,2015
382,6216.0,4485.0,854.0,15.0,423.0,3.0,130.0,288.0,6169.0,1015.0,57786.0,033,53,007900,53033007900,2015
383,5967.0,3864.0,545.0,68.0,1032.0,0.0,235.0,169.0,5967.0,800.0,88068.0,033,53,008001,53033008001,2015
384,3469.0,2411.0,212.0,32.0,386.0,0.0,186.0,242.0,3246.0,819.0,37466.0,033,53,008002,53033008002,2015
385,4435.0,2834.0,429.0,119.0,491.0,18.0,156.0,283.0,4088.0,1071.0,75531.0,033,53,008100,53033008100,2015
386,3866.0,2476.0,284.0,0.0,710.0,0.0,108.0,271.0,3818.0,672.0,56318.0,033,53,008200,53033008200,2015
387,2794.0,2097.0,85.0,36.0,325.0,8.0,60.0,168.0,2768.0,322.0,49291.0,033,53,008300,53033008300,2015
388,4127.0,2985.0,236.0,23.0,580.0,43.0,92.0,160.0,4090.0,594.0,42339.0,033,53,008400,53033008400,2015
389,4311.0,2069.0,784.0,129.0,561.0,21.0,288.0,450.0,2757.0,867.0,29883.0,033,53,008500,53033008500,2015
390,4890.0,2909.0,378.0,26.0,806.0,0.0,310.0,461.0,3356.0,1172.0,43375.0,033,53,008600,53033008600,2015
391,4440.0,2198.0,834.0,33.0,340.0,0.0,475.0,560.0,4385.0,600.0,56700.0,033,53,008700,53033008700,2015
392,3867.0,2410.0,533.0,5.0,248.0,11.0,252.0,408.0,3827.0,499.0,76524.0,033,53,008800,53033008800,2015
393,4686.0,2234.0,1052.0,40.0,452.0,0.0,582.0,326.0,4553.0,327.0,79953.0,033,53,008900,53033008900,2015
394,3478.0,1316.0,766.0,26.0,956.0,0.0,321.0,93.0,3350.0,848.0,44571.0,033,53,009000,53033009000,2015
395,2693.0,433.0,474.0,82.0,1465.0,0.0,155.0,84.0,2685.0,748.0,29464.0,033,53,009100,53033009100,2015
396,2637.0,1275.0,296.0,119.0,682.0,0.0,68.0,192.0,2634.0,921.0,25625.0,033,53,009200,53033009200,2015
397,2832.0,1326.0,292.0,53.0,577.0,0.0,255.0,329.0,2684.0,576.0,70458.0,033,53,009300,53033009300,2015
398,5824.0,1878.0,562.0,89.0,2175.0,14.0,478.0,628.0,5733.0,1283.0,47737.0,033,53,009400,53033009400,2015
399,6301.0,3890.0,1235.0,31.0,597.0,0.0,281.0,267.0,6296.0,1015.0,81676.0,033,53,009500,53033009500,2015
400,5342.0,4340.0,217.0,0.0,374.0,0.0,195.0,216.0,5239.0,375.0,77808.0,033,53,009600,53033009600,2015
401,5751.0,4834.0,99.0,41.0,301.0,0.0,238.0,238.0,5717.0,211.0,82333.0,033,53,009701,53033009701,2015
402,5626.0,4834.0,32.0,27.0,184.0,0.0,345.0,169.0,5586.0,252.0,106319.0,033,53,009702,53033009702,2015
403,6902.0,5786.0,80.0,52.0,409.0,0.0,223.0,352.0,6902.0,424.0,71705.0,033,53,009800,53033009800,2015
404,5054.0,3300.0,347.0,0.0,614.0,0.0,216.0,577.0,5054.0,340.0,67277.0,033,53,009900,53033009900,2015
405,4207.0,1290.0,1285.0,10.0,1327.0,0.0,179.0,116.0,4132.0,557.0,51316.0,033,53,010001,53033010001,2015
406,4763.0,1709.0,200.0,0.0,1439.0,12.0,235.0,1168.0,4763.0,437.0,66458.0,033,53,010002,53033010002,2015
407,6756.0,2909.0,2087.0,52.0,1027.0,20.0,313.0,348.0,6611.0,1194.0,59275.0,033,53,010100,53033010100,2015
408,4569.0,2815.0,537.0,3.0,797.0,0.0,259.0,153.0,4543.0,294.0,84324.0,033,53,010200,53033010200,2015
409,6371.0,2393.0,1482.0,30.0,1525.0,0.0,399.0,542.0,6250.0,1150.0,57750.0,033,53,010300,53033010300,2015
410,4711.0,722.0,554.0,0.0,2991.0,0.0,279.0,165.0,4691.0,1016.0,60682.0,033,53,010401,53033010401,2015
411,5218.0,1089.0,568.0,0.0,2706.0,0.0,249.0,606.0,5200.0,445.0,79432.0,033,53,010402,53033010402,2015
412,6631.0,5231.0,98.0,78.0,444.0,35.0,366.0,379.0,6384.0,671.0,66794.0,033,53,010500,53033010500,2015
413,8079.0,6177.0,315.0,85.0,477.0,0.0,432.0,557.0,8049.0,603.0,90208.0,033,53,010600,53033010600,2015
414,3700.0,1740.0,1139.0,0.0,404.0,119.0,70.0,228.0,3633.0,1086.0,55504.0,033,53,010701,53033010701,2015
415,4393.0,1263.0,1895.0,0.0,663.0,0.0,234.0,321.0,4392.0,1718.0,48036.0,033,53,010702,53033010702,2015
416,4670.0,2228.0,463.0,46.0,1046.0,103.0,531.0,253.0,4641.0,730.0,74107.0,033,53,010800,53033010800,2015
417,1055.0,799.0,21.0,23.0,33.0,0.0,62.0,117.0,1055.0,169.0,42159.0,033,53,010900,53033010900,2015
418,4932.0,667.0,1718.0,0.0,2200.0,20.0,52.0,275.0,4909.0,2059.0,29286.0,033,53,011001,53033011001,2015
419,4722.0,277.0,1081.0,143.0,2885.0,38.0,150.0,148.0,4722.0,1205.0,47604.0,033,53,011002,53033011002,2015
420,5096.0,947.0,1004.0,9.0,2365.0,44.0,313.0,414.0,5069.0,844.0,52412.0,033,53,011101,53033011101,2015
421,4681.0,1910.0,515.0,19.0,1136.0,0.0,235.0,832.0,4569.0,1058.0,61901.0,033,53,011102,53033011102,2015
422,4174.0,1486.0,117.0,62.0,406.0,244.0,136.0,1717.0,4019.0,1504.0,35425.0,033,53,011200,53033011200,2015
