,total_RE,white,black,aindian,asian,pacisland,other,latinx,total_poverty,under_poverty,income,county,state,tract,GEOID10,acs_year
423,6969.0,3537.0,313.0,15.0,1160.0,208.0,1105.0,631.0,6961.0,523.0,47363.0,033,53,011300,53033011300,2015
424,4041.0,1793.0,556.0,0.0,559.0,27.0,297.0,779.0,4041.0,742.0,54622.0,033,53,011401,53033011401,2015
425,4405.0,1975.0,647.0,48.0,588.0,139.0,248.0,760.0,4405.0,799.0,47701.0,033,53,011402,53033011402,2015
426,4252.0,3101.0,196.0,54.0,346.0,0.0,181.0,368.0,4244.0,313.0,75123.0,033,53,011500,53033011500,2015
427,6570.0,5681.0,52.0,86.0,173.0,0.0,365.0,213.0,6512.0,267.0,102500.0,033,53,011600,53033011600,2015
428,5456.0,640.0,1348.0,27.0,2459.0,138.0,418.0,426.0,5456.0,681.0,60917.0,033,53,011700,53033011700,2015
429,8010.0,1535.0,2583.0,43.0,1699.0,0.0,438.0,1712.0,8010.0,2997.0,38846.0,033,53,011800,53033011800,2015
430,7428.0,1774.0,1515.0,0.0,2893.0,357.0,338.0,551.0,7396.0,1240.0,71524.0,033,53,011900,53033011900,2015
431,3474.0,2835.0,97.0,118.0,114.0,19.0,209.0,82.0,3474.0,185.0,83421.0,033,53,012000,53033012000,2015
432,2853.0,2191.0,49.0,18.0,164.0,97.0,109.0,225.0,2841.0,74.0,110060.0,033,53,012100,53033012100,2015
433,3127.0,2556.0,64.0,11.0,377.0,0.0,22.0,97.0,3100.0,174.0,93235.0,033,53,020100,53033020100,2015
434,5536.0,4145.0,76.0,0.0,693.0,0.0,270.0,336.0,5382.0,484.0,72028.0,033,53,020200,53033020200,2015
435,6823.0,4304.0,317.0,0.0,1163.0,32.0,184.0,823.0,6815.0,780.0,58182.0,033,53,020300,53033020300,2015
436,3525.0,2540.0,203.0,51.0,378.0,0.0,119.0,234.0,3508.0,311.0,61330.0,033,53,020401,53033020401,2015
437,5600.0,4193.0,33.0,3.0,426.0,28.0,289.0,628.0,5579.0,292.0,71758.0,033,53,020402,53033020402,2015
438,6119.0,3969.0,226.0,117.0,1003.0,26.0,252.0,526.0,6045.0,573.0,66786.0,033,53,020500,53033020500,2015
439,3612.0,2145.0,305.0,31.0,689.0,39.0,132.0,257.0,3603.0,372.0,72500.0,033,53,020600,53033020600,2015
440,3702.0,2268.0,241.0,9.0,465.0,0.0,97.0,607.0,3691.0,680.0,56141.0,033,53,020700,53033020700,2015
441,4225.0,3458.0,53.0,18.0,382.0,0.0,204.0,110.0,4215.0,211.0,82344.0,033,53,020800,53033020800,2015
442,3682.0,2784.0,194.0,4.0,334.0,23.0,127.0,192.0,3594.0,401.0,63819.0,033,53,020900,53033020900,2015
443,5686.0,3332.0,439.0,244.0,800.0,97.0,353.0,421.0,5686.0,734.0,74048.0,033,53,021000,53033021000,2015
444,4531.0,2491.0,506.0,0.0,603.0,0.0,354.0,568.0,4414.0,633.0,70137.0,033,53,021100,53033021100,2015
445,4026.0,2927.0,188.0,5.0,419.0,37.0,209.0,241.0,3929.0,315.0,67438.0,033,53,021300,53033021300,2015
446,4109.0,3415.0,131.0,2.0,136.0,0.0,309.0,116.0,4084.0,404.0,99861.0,033,53,021400,53033021400,2015
447,4516.0,3791.0,131.0,4.0,318.0,8.0,157.0,95.0,4484.0,203.0,108750.0,033,53,021500,53033021500,2015
448,4911.0,3718.0,184.0,20.0,470.0,23.0,233.0,236.0,4901.0,424.0,96066.0,033,53,021600,53033021600,2015
449,8618.0,5566.0,200.0,27.0,1044.0,14.0,409.0,1269.0,8603.0,733.0,73456.0,033,53,021700,53033021700,2015
450,5495.0,4010.0,36.0,0.0,1057.0,0.0,128.0,264.0,5495.0,558.0,87922.0,033,53,021802,53033021802,2015
451,4694.0,3541.0,201.0,35.0,337.0,0.0,228.0,316.0,4685.0,632.0,74856.0,033,53,021803,53033021803,2015
452,4684.0,3371.0,136.0,8.0,382.0,0.0,145.0,636.0,4532.0,399.0,72422.0,033,53,021804,53033021804,2015
453,5787.0,4095.0,149.0,31.0,763.0,22.0,258.0,469.0,5713.0,443.0,71417.0,033,53,021903,53033021903,2015
454,4993.0,2970.0,10.0,0.0,1507.0,0.0,175.0,331.0,4956.0,413.0,89615.0,033,53,021904,53033021904,2015
455,5501.0,3906.0,57.0,0.0,620.0,87.0,179.0,652.0,5482.0,308.0,92614.0,033,53,021905,53033021905,2015
456,4132.0,3023.0,30.0,0.0,463.0,79.0,305.0,216.0,4116.0,283.0,81250.0,033,53,021906,53033021906,2015
457,5009.0,3866.0,28.0,9.0,533.0,0.0,257.0,316.0,5001.0,133.0,70591.0,033,53,022001,53033022001,2015
458,5038.0,3730.0,55.0,7.0,479.0,9.0,248.0,500.0,5027.0,337.0,75662.0,033,53,022003,53033022003,2015
459,4891.0,2721.0,80.0,80.0,1157.0,0.0,317.0,536.0,4854.0,271.0,90900.0,033,53,022005,53033022005,2015
460,3744.0,2598.0,54.0,0.0,545.0,0.0,167.0,380.0,3600.0,336.0,81056.0,033,53,022006,53033022006,2015
461,4740.0,3923.0,15.0,9.0,491.0,0.0,61.0,208.0,4638.0,469.0,100168.0,033,53,022101,53033022101,2015
462,6331.0,4398.0,10.0,12.0,1177.0,0.0,250.0,464.0,6331.0,250.0,96863.0,033,53,022102,53033022102,2015
463,4483.0,3714.0,32.0,0.0,298.0,8.0,171.0,260.0,4459.0,383.0,78409.0,033,53,022201,53033022201,2015
464,7814.0,5634.0,165.0,28.0,782.0,0.0,340.0,849.0,7733.0,354.0,82009.0,033,53,022202,53033022202,2015
465,5030.0,4051.0,11.0,0.0,580.0,0.0,291.0,90.0,4990.0,297.0,121759.0,033,53,022203,53033022203,2015
466,2603.0,2075.0,23.0,0.0,213.0,7.0,126.0,113.0,2565.0,65.0,113958.0,033,53,022300,53033022300,2015
467,8832.0,7204.0,115.0,8.0,901.0,0.0,242.0,362.0,8689.0,423.0,111754.0,033,53,022400,53033022400,2015
468,7290.0,6147.0,0.0,60.0,444.0,0.0,349.0,290.0,7290.0,306.0,100584.0,033,53,022500,53033022500,2015
469,5627.0,3646.0,63.0,26.0,1188.0,0.0,241.0,450.0,5532.0,190.0,104382.0,033,53,022603,53033022603,2015
470,4532.0,3241.0,138.0,0.0,643.0,14.0,258.0,238.0,4507.0,152.0,94222.0,033,53,022604,53033022604,2015
471,6162.0,3175.0,56.0,39.0,1273.0,0.0,97.0,1522.0,6135.0,699.0,68636.0,033,53,022605,53033022605,2015
472,5981.0,3774.0,127.0,0.0,1182.0,0.0,37.0,861.0,5963.0,250.0,104072.0,033,53,022606,53033022606,2015
473,2506.0,1947.0,13.0,0.0,373.0,0.0,47.0,118.0,2506.0,144.0,103292.0,033,53,022701,53033022701,2015
474,3827.0,3009.0,31.0,0.0,432.0,31.0,219.0,105.0,3549.0,390.0,123221.0,033,53,022702,53033022702,2015
475,2273.0,1750.0,51.0,0.0,278.0,0.0,74.0,109.0,2257.0,156.0,101250.0,033,53,022703,53033022703,2015
476,8374.0,3069.0,362.0,0.0,4092.0,0.0,295.0,509.0,8374.0,472.0,88160.0,033,53,022801,53033022801,2015
477,4772.0,2951.0,85.0,0.0,1327.0,2.0,168.0,239.0,4766.0,320.0,101184.0,033,53,022802,53033022802,2015
478,5362.0,2353.0,71.0,0.0,2559.0,67.0,172.0,140.0,5362.0,437.0,96908.0,033,53,022803,53033022803,2015
479,2918.0,1915.0,90.0,0.0,743.0,0.0,71.0,99.0,2826.0,72.0,123000.0,033,53,022901,53033022901,2015
480,6492.0,4194.0,124.0,0.0,1828.0,0.0,156.0,190.0,6406.0,321.0,120731.0,033,53,022902,53033022902,2015
481,5000.0,3621.0,84.0,22.0,853.0,0.0,173.0,239.0,4992.0,211.0,104013.0,033,53,023000,53033023000,2015
482,4032.0,2458.0,158.0,0.0,994.0,0.0,130.0,272.0,3996.0,149.0,92283.0,033,53,023100,53033023100,2015
483,6449.0,2160.0,30.0,0.0,3592.0,0.0,177.0,477.0,6436.0,442.0,78119.0,033,53,023201,53033023201,2015
484,4698.0,1689.0,494.0,19.0,1421.0,0.0,106.0,862.0,4693.0,1076.0,46719.0,033,53,023202,53033023202,2015
485,6306.0,4684.0,2.0,46.0,1089.0,0.0,101.0,384.0,6233.0,338.0,76500.0,033,53,023300,53033023300,2015
486,3550.0,1771.0,61.0,23.0,1388.0,2.0,123.0,182.0,3550.0,477.0,71269.0,033,53,023401,53033023401,2015
487,4173.0,2799.0,91.0,1.0,812.0,17.0,243.0,210.0,4163.0,271.0,93387.0,033,53,023403,53033023403,2015
488,3308.0,2622.0,30.0,0.0,429.0,0.0,206.0,21.0,3308.0,44.0,146875.0,033,53,023404,53033023404,2015
489,3672.0,2286.0,72.0,0.0,935.0,0.0,156.0,171.0,3672.0,269.0,110568.0,033,53,023500,53033023500,2015
490,3854.0,2018.0,133.0,9.0,1104.0,0.0,315.0,275.0,3854.0,441.0,78155.0,033,53,023601,53033023601,2015
491,6278.0,2505.0,247.0,0.0,2596.0,0.0,168.0,762.0,6278.0,813.0,87236.0,033,53,023603,53033023603,2015
492,6241.0,2693.0,217.0,28.0,2022.0,87.0,171.0,1023.0,6231.0,936.0,72383.0,033,53,023604,53033023604,2015
493,4204.0,2840.0,39.0,0.0,887.0,0.0,251.0,178.0,4202.0,162.0,96268.0,033,53,023700,53033023700,2015
494,2232.0,1280.0,50.0,31.0,677.0,0.0,99.0,95.0,2232.0,189.0,97674.0,033,53,023801,53033023801,2015
495,5036.0,2652.0,51.0,0.0,1905.0,0.0,146.0,282.0,4987.0,793.0,96975.0,033,53,023803,53033023803,2015
496,6161.0,3437.0,194.0,0.0,2120.0,0.0,308.0,102.0,6161.0,541.0,89479.0,033,53,023804,53033023804,2015
497,7013.0,5127.0,67.0,10.0,1153.0,35.0,286.0,335.0,6983.0,836.0,117308.0,033,53,023900,53033023900,2015
498,7880.0,4762.0,30.0,0.0,2127.0,43.0,635.0,268.0,7819.0,239.0,107479.0,033,53,024000,53033024000,2015
499,4830.0,3814.0,2.0,0.0,763.0,4.0,160.0,87.0,4825.0,121.0,189231.0,033,53,024100,53033024100,2015
500,3115.0,2293.0,15.0,0.0,573.0,0.0,175.0,36.0,3109.0,177.0,175625.0,033,53,024200,53033024200,2015
501,8164.0,5776.0,222.0,0.0,1781.0,0.0,227.0,158.0,8052.0,719.0,103178.0,033,53,024300,53033024300,2015
502,2611.0,1911.0,65.0,0.0,417.0,0.0,67.0,151.0,2604.0,125.0,69583.0,033,53,024400,53033024400,2015
503,5003.0,3705.0,121.0,0.0,804.0,0.0,219.0,154.0,5003.0,150.0,167361.0,033,53,024500,53033024500,2015
504,4588.0,3556.0,0.0,0.0,673.0,50.0,180.0,129.0,4580.0,62.0,175132.0,033,53,024601,53033024601,2015
505,3754.0,2961.0,31.0,0.0,518.0,0.0,74.0,170.0,3754.0,35.0,195156.0,033,53,024602,53033024602,2015
506,3866.0,2290.0,122.0,81.0,1069.0,0.0,35.0,269.0,3866.0,243.0,83712.0,033,53,024701,53033024701,2015
507,7791.0,4972.0,254.0,0.0,1561.0,0.0,542.0,462.0,7772.0,586.0,106941.0,033,53,024702,53033024702,2015
508,5666.0,2553.0,142.0,66.0,1376.0,0.0,289.0,1240.0,5636.0,442.0,68042.0,033,53,024800,53033024800,2015
509,5063.0,2438.0,57.0,9.0,2161.0,32.0,290.0,76.0,5046.0,198.0,135625.0,033,53,024901,53033024901,2015
510,3769.0,2242.0,36.0,0.0,911.0,0.0,170.0,302.0,3769.0,172.0,102616.0,033,53,024902,53033024902,2015
511,6980.0,3678.0,1.0,0.0,2948.0,0.0,275.0,78.0,6980.0,218.0,152458.0,033,53,024903,53033024903,2015
512,4786.0,3250.0,79.0,0.0,1062.0,0.0,237.0,158.0,4778.0,122.0,110114.0,033,53,025001,53033025001,2015
513,6979.0,4320.0,18.0,0.0,1881.0,42.0,203.0,515.0,6979.0,276.0,126089.0,033,53,025003,53033025003,2015
514,4696.0,2511.0,143.0,0.0,1628.0,0.0,147.0,244.0,4682.0,226.0,103229.0,033,53,025005,53033025005,2015
515,6008.0,3670.0,71.0,0.0,1342.0,0.0,290.0,635.0,6000.0,576.0,148750.0,033,53,025006,53033025006,2015
516,5584.0,3246.0,329.0,16.0,852.0,22.0,371.0,748.0,5584.0,769.0,81676.0,033,53,025101,53033025101,2015
517,7729.0,3763.0,348.0,169.0,2058.0,28.0,834.0,503.0,7718.0,569.0,104469.0,033,53,025102,53033025102,2015
518,8098.0,4636.0,491.0,21.0,1601.0,37.0,395.0,917.0,8041.0,773.0,75109.0,033,53,025200,53033025200,2015
519,5691.0,3933.0,219.0,15.0,924.0,0.0,380.0,220.0,5661.0,402.0,77278.0,033,53,025301,53033025301,2015
520,5263.0,2392.0,1040.0,17.0,825.0,0.0,157.0,832.0,5176.0,1398.0,34471.0,033,53,025302,53033025302,2015
521,7245.0,2888.0,677.0,2.0,1642.0,129.0,542.0,1365.0,7245.0,1345.0,47773.0,033,53,025400,53033025400,2015
522,5020.0,2373.0,287.0,12.0,944.0,15.0,109.0,1280.0,5020.0,607.0,57246.0,033,53,025500,53033025500,2015
523,5113.0,2220.0,192.0,0.0,1565.0,0.0,247.0,871.0,5078.0,891.0,60833.0,033,53,025601,53033025601,2015
524,6470.0,3421.0,82.0,0.0,2093.0,0.0,399.0,447.0,6456.0,339.0,105446.0,033,53,025602,53033025602,2015
525,5387.0,3033.0,855.0,13.0,567.0,40.0,435.0,444.0,5387.0,573.0,47219.0,033,53,025701,53033025701,2015
526,3593.0,1978.0,388.0,0.0,878.0,1.0,222.0,126.0,3516.0,285.0,85758.0,033,53,025702,53033025702,2015
527,5039.0,1942.0,805.0,0.0,570.0,46.0,280.0,1396.0,5021.0,575.0,50750.0,033,53,025803,53033025803,2015
528,3840.0,2006.0,401.0,14.0,637.0,28.0,337.0,409.0,3840.0,385.0,71225.0,033,53,025804,53033025804,2015
529,5248.0,1937.0,526.0,54.0,877.0,13.0,457.0,1376.0,5248.0,676.0,58309.0,033,53,025805,53033025805,2015
530,4811.0,1606.0,743.0,24.0,1730.0,252.0,359.0,97.0,4805.0,442.0,77821.0,033,53,025806,53033025806,2015
531,5755.0,1961.0,1452.0,6.0,1643.0,0.0,173.0,364.0,5755.0,364.0,73750.0,033,53,026001,53033026001,2015
532,8967.0,2290.0,2868.0,0.0,2342.0,3.0,674.0,790.0,8886.0,1820.0,51154.0,033,53,026002,53033026002,2015
533,6552.0,1500.0,2031.0,37.0,2199.0,0.0,294.0,491.0,6523.0,899.0,46826.0,033,53,026100,53033026100,2015
534,5645.0,2437.0,1109.0,70.0,632.0,0.0,622.0,775.0,5645.0,766.0,46535.0,033,53,026200,53033026200,2015
535,1587.0,496.0,153.0,0.0,561.0,130.0,123.0,124.0,1587.0,124.0,55110.0,033,53,026300,53033026300,2015
536,5711.0,2049.0,1097.0,37.0,374.0,294.0,296.0,1564.0,5685.0,1055.0,43487.0,033,53,026400,53033026400,2015
537,4313.0,1179.0,860.0,13.0,926.0,124.0,197.0,1005.0,4228.0,1407.0,29107.0,033,53,026500,53033026500,2015
538,2840.0,1081.0,443.0,0.0,564.0,6.0,157.0,589.0,2808.0,228.0,63799.0,033,53,026600,53033026600,2015
539,5056.0,3026.0,240.0,79.0,490.0,238.0,425.0,558.0,5026.0,668.0,65660.0,033,53,026700,53033026700,2015
540,5530.0,1517.0,506.0,52.0,836.0,472.0,271.0,1876.0,5515.0,1058.0,36505.0,033,53,026801,53033026801,2015
541,4932.0,1616.0,320.0,30.0,939.0,215.0,199.0,1613.0,4884.0,940.0,41875.0,033,53,026802,53033026802,2015
542,3552.0,1652.0,265.0,72.0,604.0,25.0,123.0,811.0,3540.0,677.0,59417.0,033,53,027000,53033027000,2015
543,3324.0,1440.0,229.0,8.0,362.0,243.0,102.0,940.0,3192.0,891.0,46250.0,033,53,027100,53033027100,2015
544,2545.0,840.0,381.0,2.0,460.0,172.0,236.0,442.0,2535.0,839.0,50083.0,033,53,027200,53033027200,2015
545,6205.0,1873.0,759.0,22.0,1711.0,0.0,275.0,1532.0,6199.0,1466.0,49023.0,033,53,027300,53033027300,2015
546,5079.0,2594.0,317.0,40.0,867.0,36.0,270.0,955.0,5015.0,741.0,60536.0,033,53,027400,53033027400,2015
547,4828.0,2369.0,212.0,44.0,739.0,29.0,338.0,1090.0,4709.0,832.0,56406.0,033,53,027500,53033027500,2015
548,4955.0,1984.0,369.0,35.0,210.0,0.0,312.0,2045.0,4904.0,985.0,51944.0,033,53,027600,53033027600,2015
549,5565.0,5083.0,4.0,0.0,249.0,0.0,136.0,93.0,5478.0,432.0,64007.0,033,53,027701,53033027701,2015
550,4624.0,4277.0,51.0,53.0,117.0,0.0,0.0,126.0,4581.0,152.0,81757.0,033,53,027702,53033027702,2015
551,3213.0,2845.0,32.0,1.0,73.0,26.0,72.0,156.0,3213.0,114.0,89185.0,033,53,027800,53033027800,2015
552,7322.0,4951.0,226.0,257.0,429.0,18.0,208.0,1233.0,7245.0,798.0,52425.0,033,53,027900,53033027900,2015
553,4029.0,1456.0,617.0,54.0,491.0,0.0,99.0,1312.0,4023.0,1299.0,44127.0,033,53,028000,53033028000,2015
554,2439.0,531.0,657.0,0.0,598.0,42.0,258.0,353.0,2382.0,649.0,45845.0,033,53,028100,53033028100,2015
555,4989.0,1228.0,1461.0,10.0,1118.0,111.0,197.0,864.0,4986.0,1447.0,41386.0,033,53,028200,53033028200,2015
556,5018.0,2403.0,461.0,70.0,1266.0,9.0,267.0,542.0,5010.0,278.0,78915.0,033,53,028300,53033028300,2015
557,4793.0,1400.0,1505.0,5.0,877.0,0.0,424.0,452.0,4775.0,782.0,39756.0,033,53,028402,53033028402,2015
558,5232.0,1866.0,1726.0,75.0,529.0,585.0,36.0,415.0,5224.0,929.0,31356.0,033,53,028403,53033028403,2015
559,3885.0,2332.0,367.0,0.0,147.0,0.0,311.0,728.0,3885.0,554.0,47560.0,033,53,028500,53033028500,2015
560,6597.0,5109.0,0.0,0.0,391.0,0.0,512.0,545.0,6579.0,381.0,88574.0,033,53,028600,53033028600,2015
561,5127.0,3562.0,173.0,22.0,407.0,208.0,271.0,484.0,5086.0,425.0,73841.0,033,53,028700,53033028700,2015
562,2981.0,1612.0,122.0,48.0,191.0,59.0,118.0,831.0,2085.0,296.0,60948.0,033,53,028801,53033028801,2015
563,7075.0,2016.0,1994.0,52.0,917.0,177.0,489.0,1430.0,7007.0,2384.0,40590.0,033,53,028802,53033028802,2015
564,3475.0,2395.0,56.0,0.0,348.0,0.0,285.0,391.0,3458.0,212.0,67500.0,033,53,028901,53033028901,2015
565,6575.0,2375.0,673.0,34.0,1060.0,149.0,281.0,2003.0,6429.0,1739.0,41000.0,033,53,028902,53033028902,2015
566,4446.0,3051.0,84.0,0.0,492.0,0.0,339.0,480.0,4360.0,461.0,58641.0,033,53,029001,53033029001,2015
567,5950.0,2497.0,909.0,40.0,906.0,0.0,271.0,1327.0,5911.0,972.0,55747.0,033,53,029003,53033029003,2015
568,3706.0,1055.0,539.0,44.0,326.0,193.0,77.0,1472.0,3679.0,1212.0,31783.0,033,53,029004,53033029004,2015
569,2958.0,1347.0,426.0,0.0,712.0,7.0,278.0,174.0,2939.0,196.0,74228.0,033,53,029101,53033029101,2015
570,4017.0,1873.0,587.0,17.0,680.0,10.0,289.0,561.0,3982.0,419.0,65174.0,033,53,029102,53033029102,2015
571,3817.0,1553.0,708.0,169.0,158.0,89.0,295.0,831.0,2927.0,870.0,33704.0,033,53,029203,53033029203,2015
572,7152.0,3381.0,756.0,169.0,1274.0,14.0,535.0,1023.0,7147.0,420.0,59591.0,033,53,029204,53033029204,2015
573,5076.0,2267.0,259.0,0.0,438.0,335.0,47.0,1730.0,5076.0,404.0,61304.0,033,53,029205,53033029205,2015
574,4288.0,1217.0,293.0,101.0,528.0,442.0,352.0,1355.0,4228.0,1007.0,29623.0,033,53,029206,53033029206,2015
575,7493.0,3323.0,841.0,33.0,1926.0,201.0,601.0,519.0,7384.0,783.0,67727.0,033,53,029303,53033029303,2015
576,5284.0,3126.0,203.0,0.0,1354.0,0.0,176.0,407.0,5279.0,450.0,92829.0,033,53,029304,53033029304,2015
577,3891.0,2187.0,262.0,0.0,655.0,269.0,245.0,273.0,3866.0,451.0,76755.0,033,53,029305,53033029305,2015
578,3368.0,1677.0,283.0,25.0,1090.0,75.0,185.0,33.0,3368.0,126.0,71029.0,033,53,029306,53033029306,2015
579,4264.0,2574.0,161.0,47.0,970.0,0.0,250.0,262.0,4258.0,82.0,94375.0,033,53,029307,53033029307,2015
580,5707.0,2065.0,499.0,23.0,1937.0,27.0,401.0,755.0,5659.0,560.0,70114.0,033,53,029403,53033029403,2015
581,5781.0,3028.0,472.0,0.0,1286.0,233.0,292.0,388.0,5781.0,515.0,83750.0,033,53,029405,53033029405,2015
582,5171.0,2207.0,624.0,23.0,1888.0,39.0,145.0,245.0,5164.0,434.0,89792.0,033,53,029406,53033029406,2015
583,4591.0,2140.0,482.0,3.0,723.0,46.0,191.0,1006.0,4494.0,1131.0,46627.0,033,53,029407,53033029407,2015
584,4246.0,1722.0,359.0,0.0,845.0,53.0,159.0,1091.0,4246.0,621.0,41651.0,033,53,029408,53033029408,2015
585,6895.0,3860.0,663.0,44.0,1409.0,288.0,108.0,507.0,6895.0,896.0,76295.0,033,53,029502,53033029502,2015
586,8780.0,3153.0,1006.0,8.0,1292.0,249.0,274.0,2798.0,8718.0,3690.0,33092.0,033,53,029503,53033029503,2015
587,6600.0,3220.0,1443.0,0.0,672.0,207.0,323.0,735.0,6532.0,1501.0,45329.0,033,53,029504,53033029504,2015
588,6555.0,2975.0,667.0,65.0,1695.0,0.0,386.0,767.0,6527.0,1141.0,72635.0,033,53,029601,53033029601,2015
589,5624.0,3859.0,130.0,25.0,784.0,202.0,310.0,314.0,5592.0,454.0,96964.0,033,53,029602,53033029602,2015
590,8290.0,4730.0,900.0,83.0,634.0,0.0,483.0,1428.0,8084.0,1319.0,40513.0,033,53,029700,53033029700,2015
591,8793.0,4350.0,623.0,43.0,1164.0,245.0,608.0,1760.0,8782.0,1184.0,62788.0,033,53,029801,53033029801,2015
592,8120.0,5050.0,316.0,34.0,1044.0,198.0,341.0,1126.0,8120.0,1042.0,74350.0,033,53,029802,53033029802,2015
593,4947.0,3363.0,364.0,28.0,497.0,0.0,127.0,548.0,4947.0,235.0,68609.0,033,53,029901,53033029901,2015
594,4235.0,2872.0,383.0,43.0,279.0,0.0,463.0,186.0,4196.0,163.0,84816.0,033,53,029902,53033029902,2015
595,6432.0,2915.0,766.0,16.0,816.0,0.0,461.0,1355.0,6385.0,612.0,61250.0,033,53,030003,53033030003,2015
596,8106.0,2763.0,1070.0,53.0,1204.0,291.0,351.0,2374.0,8106.0,1781.0,42439.0,033,53,030004,53033030004,2015
597,5315.0,2199.0,437.0,6.0,488.0,223.0,410.0,1552.0,5266.0,832.0,48942.0,033,53,030005,53033030005,2015
598,3884.0,1189.0,605.0,0.0,519.0,125.0,176.0,1270.0,3884.0,1230.0,27635.0,033,53,030006,53033030006,2015
599,7790.0,5563.0,407.0,0.0,718.0,165.0,220.0,701.0,7748.0,764.0,81458.0,033,53,030100,53033030100,2015
600,5212.0,2669.0,315.0,0.0,870.0,85.0,393.0,872.0,5114.0,429.0,51837.0,033,53,030201,53033030201,2015
601,6219.0,3025.0,905.0,77.0,732.0,33.0,955.0,436.0,6084.0,1095.0,50226.0,033,53,030202,53033030202,2015
602,3142.0,1990.0,171.0,95.0,361.0,10.0,179.0,336.0,3141.0,238.0,86198.0,033,53,030304,53033030304,2015
603,5376.0,3057.0,1060.0,31.0,576.0,1.0,291.0,360.0,5346.0,918.0,71311.0,033,53,030305,53033030305,2015
604,5812.0,3395.0,537.0,162.0,440.0,91.0,412.0,775.0,5787.0,627.0,94677.0,033,53,030306,53033030306,2015
605,6755.0,3130.0,824.0,77.0,792.0,372.0,141.0,1419.0,6740.0,1031.0,57565.0,033,53,030308,53033030308,2015
606,6151.0,3089.0,922.0,0.0,525.0,0.0,550.0,1065.0,5999.0,625.0,61973.0,033,53,030309,53033030309,2015
607,5519.0,2757.0,190.0,8.0,1435.0,89.0,271.0,760.0,5519.0,476.0,62237.0,033,53,030310,53033030310,2015
608,5659.0,2255.0,431.0,74.0,439.0,76.0,235.0,2140.0,5631.0,1229.0,71659.0,033,53,030311,53033030311,2015
609,4946.0,2832.0,426.0,57.0,632.0,59.0,390.0,550.0,4831.0,484.0,54413.0,033,53,030312,53033030312,2015
610,3864.0,1789.0,572.0,7.0,434.0,100.0,229.0,733.0,3789.0,1041.0,40208.0,033,53,030313,53033030313,2015
611,4426.0,2122.0,676.0,25.0,714.0,24.0,204.0,631.0,4311.0,642.0,44918.0,033,53,030314,53033030314,2015
612,9015.0,5230.0,467.0,396.0,1851.0,0.0,530.0,541.0,9015.0,834.0,73497.0,033,53,030401,53033030401,2015
613,4469.0,2752.0,134.0,18.0,720.0,51.0,222.0,572.0,4469.0,249.0,73917.0,033,53,030403,53033030403,2015
614,4867.0,4074.0,3.0,41.0,247.0,0.0,76.0,426.0,4820.0,368.0,68616.0,033,53,030404,53033030404,2015
615,1734.0,1154.0,117.0,0.0,106.0,126.0,154.0,77.0,1643.0,578.0,22775.0,033,53,030501,53033030501,2015
616,5661.0,2740.0,261.0,85.0,805.0,271.0,276.0,1223.0,5587.0,1058.0,42900.0,033,53,030503,53033030503,2015
617,4302.0,2737.0,211.0,0.0,350.0,0.0,225.0,779.0,4279.0,1031.0,50396.0,033,53,030504,53033030504,2015
618,5544.0,3644.0,155.0,80.0,386.0,77.0,205.0,997.0,5480.0,983.0,53188.0,033,53,030600,53033030600,2015
619,3868.0,2587.0,147.0,26.0,54.0,175.0,322.0,557.0,3793.0,854.0,41492.0,033,53,030700,53033030700,2015
620,7373.0,2856.0,378.0,163.0,299.0,267.0,146.0,3245.0,7192.0,2747.0,34351.0,033,53,030801,53033030801,2015
621,3835.0,2129.0,47.0,328.0,92.0,201.0,196.0,816.0,3834.0,719.0,52317.0,033,53,030802,53033030802,2015
622,3647.0,2330.0,82.0,28.0,268.0,110.0,169.0,660.0,3602.0,394.0,60893.0,033,53,030901,53033030901,2015
623,6002.0,3054.0,218.0,34.0,796.0,686.0,420.0,794.0,6002.0,799.0,54315.0,033,53,030902,53033030902,2015
624,3805.0,3111.0,98.0,0.0,344.0,0.0,220.0,32.0,3805.0,49.0,104500.0,033,53,031000,53033031000,2015
625,6861.0,4252.0,391.0,496.0,397.0,76.0,454.0,795.0,6804.0,1102.0,51058.0,033,53,031100,53033031100,2015
626,6151.0,4489.0,55.0,876.0,72.0,26.0,263.0,365.0,6037.0,913.0,76932.0,033,53,031202,53033031202,2015
627,5780.0,5064.0,49.0,71.0,307.0,0.0,124.0,165.0,5780.0,216.0,89375.0,033,53,031204,53033031204,2015
628,6738.0,4364.0,247.0,54.0,842.0,22.0,757.0,405.0,6526.0,973.0,71083.0,033,53,031205,53033031205,2015
629,5143.0,2898.0,174.0,0.0,791.0,0.0,256.0,990.0,5125.0,643.0,65809.0,033,53,031206,53033031206,2015
630,2781.0,2192.0,12.0,32.0,13.0,20.0,116.0,396.0,2739.0,356.0,74632.0,033,53,031301,53033031301,2015
631,4017.0,3437.0,0.0,0.0,25.0,0.0,280.0,275.0,3994.0,306.0,48385.0,033,53,031302,53033031302,2015
632,6053.0,4659.0,140.0,0.0,90.0,17.0,215.0,932.0,5797.0,1076.0,55398.0,033,53,031400,53033031400,2015
633,4285.0,3741.0,14.0,16.0,154.0,39.0,92.0,229.0,4285.0,260.0,83667.0,033,53,031501,53033031501,2015
634,4287.0,3807.0,0.0,63.0,81.0,36.0,172.0,128.0,4287.0,338.0,74306.0,033,53,031502,53033031502,2015
